Special_Occasion,Date,No_of_Students_in_Hostel,No_of_Actual_Diners,Mess_No,New_Menu,Food_Prepared_By1,Food_Prepared_By2,Food_Prepared_By3,Meal_1,Meal_2,Meal_3,Type_Of_Meal
Regular,17-02-2018,649,434,3,No,L,N,M,LL,LL1,YY2,L
Regular,17-02-2018,690,589,0,No,M,O,L,MM,XX1,YY2,D
Regular,17-02-2018,512,575,1,Yes,Y,X,L,ZZ,YY1,ZZ2,D
Regular,17-02-2018,612,488,2,No,N,N,X,MM,MM1,XX2,D
Regular,17-02-2018,549,541,3,No,O,Y,Y,ZZ,YY1,LL2,D
Regular,13-05-2017,609,466,0,Yes,N,L,Y,XX,MM1,MM2,B
Regular,13-05-2017,552,527,1,No,M,W,N,LL,WW1,ZZ2,B
Regular,13-05-2017,510,517,2,No,X,W,W,YY,MM1,ZZ2,B
Regular,13-05-2017,636,575,3,No,O,O,M,XX,MM1,ZZ2,B
Regular,13-05-2017,529,420,0,No,X,W,Y,ZZ,MM1,ZZ2,L
Regular,13-05-2017,619,532,1,No,N,N,N,ZZ,ZZ1,YY2,L
Regular,13-05-2017,632,599,2,No,Y,L,L,YY,WW1,XX2,L
Regular,13-05-2017,572,585,3,No,W,Y,W,XX,ZZ1,MM2,L
Regular,13-05-2017,504,450,0,No,M,Y,X,YY,MM1,MM2,D
Regular,13-05-2017,534,535,1,No,Z,X,Y,MM,YY1,MM2,D
Regular,13-05-2017,538,514,2,No,Y,W,Y,LL,WW1,LL2,D
Regular,13-05-2017,580,460,3,No,Y,N,M,ZZ,ZZ1,MM2,D
Fest,05-10-2017,574,409,0,Yes,N,M,O,XX,WW1,MM2,B
Fest,05-10-2017,677,555,1,No,L,Y,M,MM,LL1,MM2,B
Fest,05-10-2017,636,561,2,No,O,Z,W,YY,XX1,YY2,B
Fest,05-10-2017,505,589,3,No,Y,L,W,YY,WW1,XX2,B
Fest,05-10-2017,634,575,0,No,W,M,Y,YY,XX1,WW2,L
Fest,05-10-2017,602,439,1,No,M,W,Z,YY,ZZ1,WW2,L
Fest,05-10-2017,529,594,2,No,Y,Y,O,XX,MM1,MM2,L
Fest,05-10-2017,601,514,3,No,W,L,X,LL,LL1,WW2,L
Fest,05-10-2017,582,478,0,Yes,W,W,L,ZZ,LL1,LL2,D
Fest,05-10-2017,528,594,1,No,W,X,Z,WW,LL1,XX2,D
Fest,05-10-2017,700,576,2,No,O,Y,M,MM,MM1,YY2,D
Fest,05-10-2017,642,515,3,Yes,X,Y,Z,XX,XX1,MM2,D
Sem-Break,08-11-2017,545,500,0,No,N,Y,Y,LL,WW1,YY2,B
Sem-Break,08-11-2017,512,427,1,No,Z,N,Y,ZZ,XX1,YY2,B
Sem-Break,08-11-2017,604,449,2,No,N,O,Y,ZZ,WW1,XX2,B
Sem-Break,08-11-2017,526,558,3,Yes,L,M,Z,LL,LL1,WW2,B
Sem-Break,08-11-2017,544,408,0,No,O,Y,X,ZZ,WW1,YY2,L
Sem-Break,08-11-2017,534,553,1,No,L,Z,L,MM,LL1,WW2,L
Sem-Break,08-11-2017,690,455,2,No,N,M,W,WW,XX1,XX2,L
Sem-Break,08-11-2017,524,566,3,No,M,X,W,MM,WW1,MM2,L
Sem-Break,08-11-2017,649,473,0,No,Y,O,N,ZZ,WW1,LL2,D
Sem-Break,08-11-2017,631,433,1,No,W,Z,Y,XX,YY1,XX2,D
Sem-Break,08-11-2017,694,490,2,No,Z,M,L,XX,LL1,MM2,D
Sem-Break,08-11-2017,517,471,3,Yes,W,W,L,ZZ,WW1,MM2,D
Regular,23-01-2018,646,592,0,No,Z,L,O,MM,YY1,YY2,B
Regular,23-01-2018,563,466,1,No,W,Z,L,WW,XX1,MM2,B
Regular,23-01-2018,512,521,2,Yes,X,Z,O,WW,MM1,LL2,B
Regular,23-01-2018,682,458,3,No,M,Y,Y,LL,XX1,YY2,B
Regular,23-01-2018,577,513,0,Yes,L,Z,L,ZZ,ZZ1,YY2,L
Regular,23-01-2018,553,524,1,No,N,X,M,ZZ,MM1,YY2,L
Regular,23-01-2018,508,600,2,No,Y,M,L,ZZ,ZZ1,WW2,L
Regular,23-01-2018,666,586,3,No,O,M,O,WW,YY1,XX2,L
Regular,23-01-2018,503,473,0,No,N,X,O,XX,YY1,XX2,D
Regular,23-01-2018,618,428,1,No,O,W,Z,MM,LL1,LL2,D
Regular,23-01-2018,605,500,2,No,W,W,N,WW,WW1,LL2,D
Regular,23-01-2018,502,570,3,Yes,Y,L,X,WW,WW1,MM2,D
Sem-Break,14-03-2018,660,437,0,No,Y,X,L,XX,MM1,LL2,B
Sem-Break,14-03-2018,676,433,1,No,M,W,M,WW,MM1,YY2,B
Sem-Break,14-03-2018,515,466,2,Yes,Z,N,W,XX,WW1,LL2,B
Sem-Break,14-03-2018,651,451,3,No,X,W,Z,WW,YY1,YY2,B
Sem-Break,14-03-2018,551,533,0,No,L,N,M,MM,YY1,MM2,L
Sem-Break,14-03-2018,646,578,1,No,M,N,M,YY,MM1,ZZ2,L
Sem-Break,14-03-2018,591,504,2,No,M,Y,Z,LL,WW1,WW2,L
Sem-Break,14-03-2018,545,485,3,No,M,O,L,XX,YY1,WW2,L
Sem-Break,14-03-2018,690,444,0,Yes,X,Y,W,MM,ZZ1,MM2,D
Sem-Break,14-03-2018,524,438,1,No,O,N,Y,XX,LL1,MM2,D
Sem-Break,14-03-2018,531,484,2,No,Z,X,X,MM,LL1,LL2,D
Sem-Break,14-03-2018,588,574,3,No,Y,Y,L,WW,ZZ1,WW2,D
Other-Holidays,13-07-2017,533,445,0,No,Z,Y,Y,YY,MM1,YY2,B
Other-Holidays,13-07-2017,599,598,1,No,N,L,N,WW,WW1,YY2,B
Other-Holidays,13-07-2017,625,406,2,No,N,X,Y,WW,ZZ1,WW2,B
Other-Holidays,13-07-2017,551,554,3,No,Z,N,N,YY,XX1,ZZ2,B
Other-Holidays,13-07-2017,512,564,0,No,O,X,M,WW,MM1,MM2,L
Other-Holidays,13-07-2017,677,482,1,Yes,L,Y,L,MM,WW1,YY2,L
Other-Holidays,13-07-2017,522,546,2,No,L,X,L,YY,MM1,XX2,L
Other-Holidays,13-07-2017,557,404,3,No,Y,X,N,WW,XX1,YY2,L
Other-Holidays,13-07-2017,670,485,0,Yes,Y,Z,W,LL,MM1,MM2,D
Other-Holidays,13-07-2017,575,408,1,No,O,Y,Y,ZZ,ZZ1,ZZ2,D
Other-Holidays,13-07-2017,563,474,2,No,Y,W,Z,XX,LL1,XX2,D
Other-Holidays,13-07-2017,521,471,3,No,L,Z,X,YY,MM1,XX2,D
Exam,09-06-2017,698,508,0,Yes,Y,X,O,WW,MM1,MM2,B
Exam,09-06-2017,629,501,1,Yes,Z,M,L,XX,YY1,MM2,B
Exam,09-06-2017,567,498,2,No,L,X,X,LL,WW1,MM2,B
Exam,09-06-2017,513,487,3,Yes,W,X,N,MM,XX1,YY2,B
Exam,09-06-2017,584,531,0,No,N,M,W,YY,XX1,ZZ2,L
Exam,09-06-2017,516,558,1,No,L,L,Y,ZZ,YY1,XX2,L
Exam,09-06-2017,543,404,2,No,L,N,W,WW,ZZ1,LL2,L
Exam,09-06-2017,611,552,3,No,Z,L,X,LL,MM1,LL2,L
Exam,09-06-2017,558,435,0,No,X,M,W,MM,LL1,ZZ2,D
Exam,09-06-2017,616,467,1,No,N,O,L,ZZ,LL1,XX2,D
Exam,09-06-2017,553,534,2,No,O,M,X,LL,ZZ1,LL2,D
Exam,09-06-2017,534,584,3,No,M,W,N,ZZ,LL1,ZZ2,D
Regular,10-08-2017,527,523,0,No,N,L,W,LL,XX1,LL2,B
Regular,10-08-2017,534,479,1,No,Y,N,L,LL,ZZ1,LL2,B
Regular,10-08-2017,546,559,2,Yes,N,X,Y,XX,YY1,MM2,B
Regular,10-08-2017,548,465,3,No,W,X,M,MM,ZZ1,MM2,B
Regular,10-08-2017,692,500,0,No,L,O,L,ZZ,WW1,YY2,L
Regular,10-08-2017,645,568,1,No,N,Z,Y,YY,ZZ1,LL2,L
Regular,10-08-2017,636,515,2,No,W,M,M,ZZ,ZZ1,WW2,L
Regular,10-08-2017,634,570,3,No,Z,Z,W,MM,XX1,MM2,L
Regular,10-08-2017,512,520,0,No,X,W,W,MM,WW1,YY2,D
Regular,10-08-2017,521,578,1,No,Z,Y,Z,YY,XX1,LL2,D
Regular,10-08-2017,500,467,2,No,Y,W,Z,XX,LL1,MM2,D
Regular,10-08-2017,502,556,3,No,W,Y,Y,LL,MM1,MM2,D
Regular,14-07-2017,541,599,0,No,L,Y,M,LL,YY1,YY2,B
Regular,14-07-2017,520,551,1,Yes,N,X,M,ZZ,ZZ1,LL2,B
Regular,14-07-2017,685,484,2,No,O,X,L,WW,XX1,ZZ2,B
Regular,14-07-2017,671,594,3,No,Z,Y,M,LL,YY1,LL2,B
Regular,14-07-2017,528,417,0,No,Y,M,X,WW,XX1,YY2,L
Regular,14-07-2017,579,511,1,No,Y,M,X,LL,ZZ1,LL2,L
Regular,14-07-2017,610,490,2,No,N,Z,M,ZZ,LL1,ZZ2,L
Regular,14-07-2017,624,589,3,No,X,X,X,LL,ZZ1,YY2,L
Regular,14-07-2017,598,446,0,No,Z,Z,W,YY,LL1,XX2,D
Regular,14-07-2017,508,441,1,No,Z,Z,M,MM,ZZ1,XX2,D
Regular,14-07-2017,520,539,2,No,M,W,W,LL,YY1,MM2,D
Regular,14-07-2017,582,522,3,No,N,Z,L,WW,ZZ1,WW2,D
Regular,16-02-2018,519,419,0,No,W,M,M,MM,WW1,XX2,B
Regular,16-02-2018,640,466,1,No,W,N,W,ZZ,WW1,WW2,B
Regular,16-02-2018,624,494,2,No,L,M,M,MM,YY1,LL2,B
Regular,16-02-2018,569,417,3,No,N,Y,W,MM,ZZ1,LL2,B
Regular,16-02-2018,520,537,0,No,X,Z,N,XX,XX1,LL2,L
Regular,16-02-2018,633,576,1,No,Z,Y,Z,YY,ZZ1,WW2,L
Regular,16-02-2018,636,473,2,Yes,O,X,O,LL,LL1,YY2,L
Regular,16-02-2018,649,489,3,Yes,M,N,W,LL,LL1,XX2,L
Regular,16-02-2018,568,519,0,No,M,M,X,WW,ZZ1,YY2,D
Regular,16-02-2018,552,531,1,Yes,L,X,M,YY,XX1,WW2,D
Regular,16-02-2018,689,545,2,No,O,M,O,ZZ,YY1,LL2,D
Regular,16-02-2018,570,477,3,No,M,Y,W,MM,WW1,XX2,D
Regular,15-12-2017,572,559,0,No,X,Y,N,YY,YY1,YY2,B
Regular,15-12-2017,625,526,1,No,X,X,L,ZZ,MM1,MM2,B
Regular,15-12-2017,668,544,2,No,N,L,M,YY,XX1,YY2,B
Regular,15-12-2017,537,479,3,No,Y,W,W,YY,ZZ1,XX2,B
Regular,15-12-2017,563,402,0,No,L,M,W,MM,XX1,LL2,L
Regular,15-12-2017,624,554,1,No,L,L,W,YY,XX1,XX2,L
Regular,15-12-2017,686,454,2,No,O,Z,Y,LL,XX1,WW2,L
Regular,15-12-2017,517,506,3,No,N,Z,Z,ZZ,MM1,MM2,L
Regular,15-12-2017,510,456,0,No,W,Y,W,WW,MM1,WW2,D
Regular,15-12-2017,664,575,1,Yes,O,X,L,XX,ZZ1,MM2,D
Regular,15-12-2017,536,468,2,No,N,N,W,WW,MM1,XX2,D
Regular,15-12-2017,555,548,3,No,Z,Z,L,ZZ,WW1,YY2,D
Exam,06-08-2017,502,424,0,Yes,W,X,M,MM,ZZ1,ZZ2,B
Exam,06-08-2017,579,548,1,No,X,Y,X,LL,MM1,XX2,B
Exam,06-08-2017,501,430,2,No,N,Y,N,XX,WW1,XX2,B
Exam,06-08-2017,586,510,3,No,X,M,W,LL,MM1,LL2,B
Exam,06-08-2017,601,424,0,No,W,M,L,ZZ,LL1,ZZ2,L
Exam,06-08-2017,572,546,1,No,M,M,Z,WW,ZZ1,ZZ2,L
Exam,06-08-2017,575,404,2,No,W,Y,O,WW,MM1,MM2,L
Exam,06-08-2017,640,539,3,No,M,M,N,MM,WW1,XX2,L
Exam,06-08-2017,543,493,0,Yes,W,Y,M,ZZ,WW1,LL2,D
Exam,06-08-2017,573,549,1,No,L,N,X,XX,MM1,YY2,D
Exam,06-08-2017,631,599,2,No,N,M,Y,YY,WW1,WW2,D
Exam,06-08-2017,538,443,3,No,L,Z,N,YY,YY1,ZZ2,D
Regular,31-05-2017,518,473,0,No,M,M,L,MM,MM1,MM2,B
Regular,31-05-2017,596,455,1,No,Z,M,M,MM,WW1,ZZ2,B
Regular,31-05-2017,656,590,2,No,X,M,Z,ZZ,MM1,XX2,B
Regular,31-05-2017,602,597,3,No,L,Y,X,MM,LL1,ZZ2,B
Regular,31-05-2017,546,409,0,No,Z,Y,L,ZZ,YY1,WW2,L
Regular,31-05-2017,508,542,1,No,O,N,Z,XX,WW1,ZZ2,L
Regular,31-05-2017,500,403,2,No,M,W,O,YY,ZZ1,ZZ2,L
Regular,31-05-2017,596,436,3,No,M,N,X,MM,WW1,WW2,L
Regular,31-05-2017,670,591,0,No,Y,W,W,MM,ZZ1,ZZ2,D
Regular,31-05-2017,660,540,1,No,M,M,Y,LL,YY1,XX2,D
Regular,31-05-2017,660,411,2,No,N,W,L,YY,ZZ1,LL2,D
Regular,31-05-2017,520,585,3,Yes,O,O,W,LL,XX1,XX2,D
Regular,25-12-2017,535,435,0,No,Z,L,L,YY,XX1,WW2,B
Regular,25-12-2017,542,592,1,No,N,L,Y,ZZ,WW1,WW2,B
Regular,25-12-2017,526,585,2,No,Z,M,Z,WW,LL1,ZZ2,B
Regular,25-12-2017,627,577,3,No,Z,L,O,LL,MM1,LL2,B
Regular,25-12-2017,502,543,0,No,Z,L,W,WW,MM1,MM2,L
Regular,25-12-2017,671,457,1,No,X,O,O,YY,LL1,MM2,L
Regular,25-12-2017,574,471,2,No,M,Y,M,YY,ZZ1,ZZ2,L
Regular,25-12-2017,571,418,3,No,Y,M,M,MM,ZZ1,XX2,L
Regular,25-12-2017,564,494,0,Yes,Y,M,W,LL,MM1,WW2,D
Regular,25-12-2017,658,432,1,No,L,W,Z,LL,ZZ1,MM2,D
Regular,25-12-2017,529,514,2,Yes,N,M,N,YY,XX1,YY2,D
Regular,25-12-2017,658,552,3,No,M,N,N,LL,WW1,XX2,D
Regular,29-08-2017,586,438,0,No,Y,X,L,XX,LL1,LL2,B
Regular,29-08-2017,692,490,1,No,N,L,Z,MM,MM1,LL2,B
Regular,29-08-2017,652,496,2,No,W,L,O,XX,YY1,MM2,B
Regular,29-08-2017,592,508,3,No,Z,L,M,YY,ZZ1,WW2,B
Regular,29-08-2017,636,415,0,Yes,L,W,O,LL,XX1,MM2,L
Regular,29-08-2017,594,460,1,No,Z,X,Y,YY,LL1,WW2,L
Regular,29-08-2017,656,465,2,Yes,X,O,W,WW,ZZ1,YY2,L
Regular,29-08-2017,630,581,3,No,L,Z,Y,ZZ,WW1,MM2,L
Regular,29-08-2017,584,402,0,Yes,M,M,N,LL,MM1,WW2,D
Regular,29-08-2017,601,453,1,No,N,Z,N,XX,ZZ1,YY2,D
Regular,29-08-2017,539,441,2,No,Z,Y,Z,YY,LL1,WW2,D
Regular,29-08-2017,663,454,3,No,M,M,X,MM,LL1,MM2,D
Regular,04-11-2017,607,570,0,No,M,M,W,XX,XX1,MM2,B
Regular,04-11-2017,601,550,1,Yes,L,W,O,YY,MM1,MM2,B
Regular,04-11-2017,525,465,2,No,Y,Z,X,WW,LL1,LL2,B
Regular,04-11-2017,551,582,3,No,Y,X,L,LL,MM1,WW2,B
Regular,04-11-2017,569,518,0,No,Z,Z,M,ZZ,MM1,WW2,L
Regular,04-11-2017,505,433,1,No,W,X,X,LL,MM1,ZZ2,L
Regular,04-11-2017,511,522,2,Yes,N,N,N,YY,WW1,LL2,L
Regular,04-11-2017,530,477,3,No,Y,M,O,WW,MM1,XX2,L
Regular,04-11-2017,546,568,0,No,N,Z,Z,XX,LL1,LL2,D
Regular,04-11-2017,540,456,1,Yes,Z,Y,W,MM,MM1,MM2,D
Regular,04-11-2017,650,441,2,No,Z,L,Y,ZZ,MM1,ZZ2,D
Regular,04-11-2017,647,579,3,No,Z,Z,N,MM,LL1,XX2,D
Regular,18-06-2017,535,579,0,No,X,W,X,WW,XX1,MM2,B
Regular,18-06-2017,680,541,1,No,X,N,W,LL,YY1,XX2,B
Regular,18-06-2017,607,538,2,No,Y,L,O,XX,XX1,WW2,B
Regular,18-06-2017,643,413,3,Yes,L,X,X,WW,WW1,YY2,B
Regular,18-06-2017,662,412,0,Yes,W,Y,Y,MM,LL1,ZZ2,L
Regular,18-06-2017,672,421,1,Yes,L,O,Z,MM,WW1,WW2,L
Regular,18-06-2017,686,538,2,No,O,M,L,YY,LL1,XX2,L
Regular,18-06-2017,513,548,3,Yes,Z,N,Y,ZZ,XX1,WW2,L
Regular,18-06-2017,525,411,0,No,N,M,W,MM,WW1,XX2,D
Regular,18-06-2017,575,461,1,No,W,N,W,MM,WW1,WW2,D
Regular,18-06-2017,647,506,2,No,N,W,Z,XX,LL1,LL2,D
Regular,18-06-2017,528,536,3,Yes,W,O,M,MM,MM1,WW2,D
Sem-Break,07-10-2017,619,411,0,No,M,M,W,YY,XX1,LL2,B
Sem-Break,07-10-2017,611,503,1,No,W,Y,X,ZZ,XX1,XX2,B
Sem-Break,07-10-2017,522,524,2,No,M,L,W,MM,LL1,MM2,B
Sem-Break,07-10-2017,504,449,3,No,N,Y,N,LL,WW1,WW2,B
Sem-Break,07-10-2017,594,525,0,No,L,Y,W,WW,MM1,LL2,L
Sem-Break,07-10-2017,684,495,1,No,Y,L,O,XX,YY1,YY2,L
Sem-Break,07-10-2017,571,585,2,No,L,O,M,ZZ,LL1,YY2,L
Sem-Break,07-10-2017,583,455,3,No,X,Y,N,ZZ,WW1,LL2,L
Sem-Break,07-10-2017,601,432,0,No,O,Z,W,XX,XX1,ZZ2,D
Sem-Break,07-10-2017,537,412,1,No,N,L,X,XX,ZZ1,MM2,D
Sem-Break,07-10-2017,667,446,2,Yes,X,Z,Y,MM,LL1,WW2,D
Sem-Break,07-10-2017,551,582,3,Yes,Y,M,N,XX,LL1,WW2,D
Regular,25-08-2017,516,436,0,Yes,M,M,N,YY,ZZ1,ZZ2,B
Regular,25-08-2017,614,415,1,Yes,O,Y,M,MM,WW1,ZZ2,B
Regular,25-08-2017,657,558,2,No,Z,X,N,YY,WW1,ZZ2,B
Regular,25-08-2017,687,598,3,No,W,W,Y,YY,ZZ1,LL2,B
Regular,25-08-2017,618,497,0,No,O,N,Y,MM,MM1,XX2,L
Regular,25-08-2017,557,440,1,Yes,N,L,Y,MM,MM1,XX2,L
Regular,25-08-2017,539,472,2,No,N,W,W,MM,MM1,MM2,L
Regular,25-08-2017,535,560,3,Yes,L,Z,L,YY,YY1,LL2,L
Regular,25-08-2017,574,599,0,No,O,N,O,ZZ,XX1,YY2,D
Regular,25-08-2017,627,435,1,No,N,N,Y,XX,YY1,WW2,D
Regular,25-08-2017,640,403,2,No,M,X,L,WW,MM1,WW2,D
Regular,25-08-2017,648,424,3,No,X,N,W,MM,ZZ1,YY2,D
Regular,24-01-2018,586,456,0,No,Y,L,N,LL,LL1,XX2,B
Regular,24-01-2018,649,493,1,No,L,M,N,YY,LL1,WW2,B
Regular,24-01-2018,657,524,2,No,N,M,N,YY,YY1,MM2,B
Regular,24-01-2018,699,508,3,No,Y,Z,Z,YY,XX1,MM2,B
Regular,24-01-2018,661,511,0,No,M,L,Z,WW,ZZ1,LL2,L
Regular,24-01-2018,575,419,1,Yes,X,L,L,WW,XX1,LL2,L
Regular,24-01-2018,513,533,2,No,Y,N,L,MM,XX1,LL2,L
Regular,24-01-2018,625,591,3,No,W,Y,N,ZZ,MM1,ZZ2,L
Regular,24-01-2018,590,510,0,No,M,W,Z,LL,ZZ1,LL2,D
Regular,24-01-2018,607,557,1,No,L,O,W,YY,WW1,ZZ2,D
Regular,24-01-2018,667,409,2,No,L,M,O,MM,YY1,ZZ2,D
Regular,24-01-2018,623,527,3,No,M,X,L,MM,XX1,MM2,D
Sem-Break,02-07-2017,677,597,0,No,O,N,N,YY,XX1,ZZ2,B
Sem-Break,02-07-2017,509,587,1,No,W,W,N,ZZ,YY1,YY2,B
Sem-Break,02-07-2017,547,431,2,Yes,M,L,W,XX,WW1,MM2,B
Sem-Break,02-07-2017,562,595,3,No,N,L,Y,YY,ZZ1,XX2,B
Sem-Break,02-07-2017,680,500,0,No,N,M,Z,MM,ZZ1,MM2,L
Sem-Break,02-07-2017,562,425,1,No,O,L,N,YY,WW1,XX2,L
Sem-Break,02-07-2017,616,551,2,No,Z,Y,W,XX,LL1,LL2,L
Sem-Break,02-07-2017,584,580,3,No,Y,W,X,ZZ,ZZ1,XX2,L
Sem-Break,02-07-2017,646,531,0,No,L,X,L,WW,XX1,ZZ2,D
Sem-Break,02-07-2017,683,489,1,No,M,X,Y,YY,WW1,ZZ2,D
Sem-Break,02-07-2017,672,400,2,No,Z,Z,W,XX,XX1,YY2,D
Sem-Break,02-07-2017,597,559,3,No,Y,Z,X,WW,LL1,ZZ2,D
Exam,18-08-2017,514,435,0,No,Z,O,M,LL,LL1,ZZ2,B
Exam,18-08-2017,546,570,1,No,X,L,Y,XX,WW1,XX2,B
Exam,18-08-2017,651,401,2,No,X,L,Z,WW,MM1,WW2,B
Exam,18-08-2017,521,543,3,No,M,X,L,LL,XX1,MM2,B
Exam,18-08-2017,691,459,0,No,O,W,X,WW,LL1,ZZ2,L
Exam,18-08-2017,544,420,1,No,M,W,L,MM,MM1,MM2,L
Exam,18-08-2017,542,584,2,No,O,M,X,MM,MM1,XX2,L
Exam,18-08-2017,575,479,3,No,Y,O,M,YY,ZZ1,WW2,L
Exam,18-08-2017,559,465,0,Yes,Z,N,W,LL,WW1,ZZ2,D
Exam,18-08-2017,629,564,1,No,Y,N,O,MM,WW1,LL2,D
Exam,18-08-2017,603,412,2,Yes,W,Y,M,WW,YY1,LL2,D
Exam,18-08-2017,542,563,3,No,Z,M,O,WW,WW1,LL2,D
Regular,24-12-2017,687,490,0,No,L,O,Y,YY,WW1,YY2,B
Regular,24-12-2017,615,466,1,Yes,W,M,X,ZZ,XX1,YY2,B
Regular,24-12-2017,637,562,2,No,W,Y,O,YY,YY1,YY2,B
Regular,24-12-2017,551,590,3,Yes,X,N,L,MM,ZZ1,XX2,B
Regular,24-12-2017,556,452,0,No,Y,Z,W,ZZ,MM1,LL2,L
Regular,24-12-2017,697,450,1,No,X,M,Z,ZZ,WW1,ZZ2,L
Regular,24-12-2017,614,587,2,No,Y,X,L,MM,XX1,ZZ2,L
Regular,24-12-2017,571,406,3,No,Z,Z,Y,WW,ZZ1,XX2,L
Regular,24-12-2017,562,547,0,No,M,O,O,LL,ZZ1,YY2,D
Regular,24-12-2017,534,546,1,No,Y,O,L,WW,WW1,MM2,D
Regular,24-12-2017,580,482,2,No,O,X,L,XX,MM1,LL2,D
Regular,24-12-2017,657,487,3,Yes,Z,W,X,XX,MM1,WW2,D
Regular,19-11-2017,655,434,0,Yes,N,N,L,YY,WW1,XX2,B
Regular,19-11-2017,643,429,1,No,Y,N,W,YY,MM1,LL2,B
Regular,19-11-2017,569,576,2,No,Z,O,L,WW,ZZ1,WW2,B
Regular,19-11-2017,518,521,3,No,O,M,L,XX,LL1,XX2,B
Regular,19-11-2017,552,549,0,Yes,W,L,Z,XX,LL1,LL2,L
Regular,19-11-2017,621,555,1,No,L,O,Y,ZZ,YY1,WW2,L
Regular,19-11-2017,544,486,2,No,M,O,X,YY,LL1,WW2,L
Regular,19-11-2017,661,484,3,No,Z,Z,L,XX,ZZ1,ZZ2,L
Regular,19-11-2017,640,420,0,No,W,Y,X,YY,XX1,WW2,D
Regular,19-11-2017,682,577,1,No,Z,X,W,YY,MM1,XX2,D
Regular,19-11-2017,655,562,2,No,O,L,W,MM,YY1,WW2,D
Regular,19-11-2017,508,556,3,No,M,W,N,XX,MM1,MM2,D
Regular,06-07-2017,599,408,0,No,Y,M,N,XX,MM1,ZZ2,B
Regular,06-07-2017,555,483,1,Yes,M,X,O,LL,WW1,MM2,B
Regular,06-07-2017,570,485,2,No,N,X,Z,YY,YY1,YY2,B
Regular,06-07-2017,667,575,3,Yes,X,M,L,ZZ,LL1,MM2,B
Regular,06-07-2017,670,525,0,No,Z,X,O,WW,LL1,ZZ2,L
Regular,06-07-2017,553,541,1,Yes,Y,N,Y,MM,LL1,XX2,L
Regular,06-07-2017,595,423,2,Yes,W,L,W,WW,WW1,MM2,L
Regular,06-07-2017,647,408,3,No,Z,N,M,XX,ZZ1,YY2,L
Regular,06-07-2017,518,497,0,No,Z,O,M,MM,WW1,WW2,D
Regular,06-07-2017,586,439,1,Yes,Y,Z,O,YY,ZZ1,ZZ2,D
Regular,06-07-2017,547,531,2,No,X,N,N,WW,LL1,ZZ2,D
Regular,06-07-2017,522,480,3,No,M,Z,X,XX,XX1,XX2,D
Regular,28-03-2017,511,550,0,No,L,X,W,YY,WW1,MM2,B
Regular,28-03-2017,616,563,1,No,X,Y,W,WW,WW1,YY2,B
Regular,28-03-2017,677,444,2,No,X,Z,L,WW,LL1,WW2,B
Regular,28-03-2017,565,504,3,No,M,O,Y,WW,ZZ1,MM2,B
Regular,28-03-2017,608,498,0,No,Y,M,X,WW,WW1,ZZ2,L
Regular,28-03-2017,581,525,1,No,N,L,M,ZZ,XX1,LL2,L
Regular,28-03-2017,699,469,2,No,X,W,L,WW,ZZ1,YY2,L
Regular,28-03-2017,577,585,3,No,O,X,Z,ZZ,ZZ1,MM2,L
Regular,28-03-2017,583,420,0,No,M,O,W,ZZ,YY1,YY2,D
Regular,28-03-2017,650,585,1,No,Z,Z,Z,MM,XX1,MM2,D
Regular,28-03-2017,585,401,2,Yes,Y,W,N,LL,WW1,XX2,D
Regular,28-03-2017,641,410,3,Yes,L,Z,Y,XX,WW1,MM2,D
Other-Holidays,27-06-2017,596,519,0,No,L,M,L,LL,ZZ1,XX2,B
Other-Holidays,27-06-2017,689,584,1,No,X,Z,W,ZZ,LL1,YY2,B
Other-Holidays,27-06-2017,632,407,2,No,X,W,X,LL,LL1,YY2,B
Other-Holidays,27-06-2017,685,565,3,No,Y,Y,Z,ZZ,MM1,WW2,B
Other-Holidays,27-06-2017,665,431,0,No,O,N,L,ZZ,YY1,LL2,L
Other-Holidays,27-06-2017,537,467,1,No,W,L,M,MM,ZZ1,YY2,L
Other-Holidays,27-06-2017,651,471,2,No,L,Z,X,MM,ZZ1,XX2,L
Other-Holidays,27-06-2017,572,565,3,No,Z,M,N,XX,MM1,WW2,L
Other-Holidays,27-06-2017,518,586,0,Yes,Y,X,N,MM,XX1,MM2,D
Other-Holidays,27-06-2017,562,481,1,No,Z,Y,O,WW,XX1,LL2,D
Other-Holidays,27-06-2017,661,499,2,No,Z,O,Y,MM,LL1,YY2,D
Other-Holidays,27-06-2017,529,550,3,No,W,O,Z,XX,MM1,ZZ2,D
Other-Holidays,05-04-2017,682,410,0,No,Z,Z,W,XX,MM1,YY2,B
Other-Holidays,05-04-2017,611,552,1,No,M,X,L,LL,ZZ1,YY2,B
Other-Holidays,05-04-2017,645,480,2,No,Y,Z,X,WW,WW1,YY2,B
Other-Holidays,05-04-2017,630,511,3,No,Z,O,X,ZZ,MM1,YY2,B
Other-Holidays,05-04-2017,532,560,0,No,N,O,M,WW,LL1,MM2,L
Other-Holidays,05-04-2017,585,487,1,No,O,Z,X,ZZ,LL1,XX2,L
Other-Holidays,05-04-2017,617,495,2,Yes,Z,O,Z,LL,YY1,WW2,L
Other-Holidays,05-04-2017,600,472,3,No,X,W,L,LL,ZZ1,MM2,L
Other-Holidays,05-04-2017,568,550,0,No,L,O,O,WW,LL1,MM2,D
